pd,pdfs
/gpfs/data/chopralab/arda/knee/multicoil/file1001395.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001685.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002153.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000876.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002434.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001387.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000323.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002538.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001731.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001190.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001200.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000931.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000755.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001296.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000188.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001286.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001965.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000311.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000324.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000590.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001617.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001445.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001698.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002491.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000109.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000143.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001598.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001557.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001673.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000508.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001721.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001328.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000995.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001870.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000058.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002449.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000390.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000518.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000850.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001942.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001468.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002115.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000955.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000340.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001007.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001027.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000552.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000647.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000904.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001713.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002356.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002064.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002476.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000689.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001185.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000874.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002296.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002117.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001126.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002340.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001470.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000181.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000296.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000065.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002034.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001986.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001057.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002436.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001465.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002078.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000216.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001082.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000149.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001985.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001256.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001503.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001033.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000611.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001216.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002107.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001108.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002228.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000734.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001810.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000131.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001526.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001847.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001546.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000974.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002098.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001122.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001703.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001995.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002412.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001084.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000865.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001229.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001630.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002280.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001818.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002473.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001388.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002351.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002451.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000728.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001654.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000180.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002045.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001104.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001798.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000976.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000990.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001494.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000070.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000426.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002386.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000662.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001478.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002395.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001733.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000871.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001188.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001385.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001758.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000400.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000884.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001001.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002495.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002037.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000403.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001102.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000762.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000043.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000736.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000479.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000120.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000265.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001051.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001748.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001042.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001619.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001342.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002257.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000932.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000449.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000482.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000005.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000448.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001120.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001006.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001331.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002214.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001541.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001708.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002023.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001912.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001077.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000000.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001071.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002266.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002569.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000097.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002462.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000708.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002439.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000177.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002066.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002361.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000709.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000425.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001872.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001294.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002133.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001186.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000768.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000053.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002006.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000790.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000875.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002494.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001147.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001866.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000795.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000452.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001005.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001283.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001777.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001741.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002245.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001310.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001883.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000085.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002244.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000873.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001382.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001806.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002338.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001194.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001694.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001297.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001746.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001642.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000548.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001257.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002368.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001723.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000141.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001745.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002358.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001888.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001823.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000778.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000222.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002095.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002043.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002505.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000259.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000723.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001026.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001003.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000914.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000242.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000432.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000017.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002520.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002409.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001991.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000836.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000493.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000081.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000170.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001832.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000981.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000129.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002441.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000064.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002444.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000743.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000243.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001143.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000831.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000528.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000256.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000475.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001390.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002554.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000660.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000476.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002186.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000863.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001205.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002232.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000485.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000753.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000926.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002067.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000472.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000142.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000193.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000750.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000428.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000859.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001285.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001113.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001304.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001333.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002357.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001973.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000032.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000963.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001759.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001851.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001622.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001710.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000382.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002543.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000314.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000178.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001915.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000088.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001687.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001140.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000427.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002509.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000434.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002195.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000489.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001545.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002239.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000602.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001837.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000637.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001056.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000682.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1000794.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1001856.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1002112.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1002256.h5
/gpfs/data/chopralab/arda/knee/multicoil/file1001590.h5,/gpfs/data/chopralab/arda/knee/multicoil/file1000225.h5
